 USAF  WBAN YR--MODAHRMN DIR SPD GUS CLG SKC L M H  VSB MW MW MW MW AW AW AW AW W TEMP DEWP    SLP   ALT    STP MAX MIN PCP01 PCP06 PCP24 PCPXX SD
074870 99999 201111021000 040   5 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   58   52 1015.1 *****  989.1 *** ***  0.00 ***** ***** ***** ** 
074870 99999 201111021100 030   5 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   61   52 1014.1 *****  988.3 *** ***  0.00 ***** ***** ***** ** 
074870 99999 201111021200 120   2 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   66   52 1012.9 *****  987.4 *** *** *****  0.00 *****  0.00 ** 
074870 99999 201111021300 230   2 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   68   53 1012.0 *****  986.6 *** ***  0.00 ***** ***** ***** ** 
074870 99999 201111021400 220   7 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   68   52 1011.5 *****  986.1 *** ***  0.00 ***** ***** ***** ** 
074870 99999 201111021500 240   9 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   67   53 1011.2 *****  985.8 *** *** ***** ***** *****  0.00 ** 
074870 99999 201111021600 220   5 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   65   52 1011.2 *****  985.7 *** ***  0.00 ***** ***** ***** ** 
074870 99999 201111021700 190   5 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   64   51 1011.4 *****  985.8 *** ***  0.00 ***** ***** ***** ** 
074870 99999 201111021800 170   3 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   64   50 1011.8 *****  986.2  69  50 ***** ***** *****  0.00 ** 
074870 99999 201111021900 190   6 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   64   49 1011.4 *****  985.8 *** ***  0.00 ***** ***** ***** ** 
074870 99999 201111022000 180   7 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   62   49 1011.0 *****  985.3 *** ***  0.00 ***** ***** ***** ** 
074870 99999 201111022100 160   3 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   63   49 1010.5 *****  984.9 *** *** ***** ***** *****  0.00 ** 
074870 99999 201111022200 170   5 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   63   49 1010.1 *****  984.5 *** ***  0.00 ***** ***** ***** ** 
074870 99999 201111022300 180   2 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   61   48 1010.0 *****  984.3 *** ***  0.00 ***** ***** ***** ** 
074870 99999 201111030000 150   2 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   59   49 1009.4 *****  983.6 *** *** *****  0.00 *****  0.00 ** 
074870 99999 201111030100 050   6 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   56   49 1009.3 *****  983.4 *** ***  0.00 ***** ***** ***** ** 
074870 99999 201111030200 060   6 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   57   49 1009.0 *****  983.1 *** ***  0.00 ***** ***** ***** ** 
074870 99999 201111030300 040   8 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   55   49 1008.8 *****  982.8 *** *** ***** ***** *****  0.00 ** 
074870 99999 201111030400 050   8 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   55   49 1008.7 *****  982.7 *** ***  0.00 ***** ***** ***** ** 
074870 99999 201111030500 070   3 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   55   48 1008.5 *****  982.5 *** ***  0.00 ***** ***** ***** ** 
074870 99999 201111030600 *** *** *** *** *** * * * **** ** ** ** ** ** ** ** ** *   54   48 1008.0 *****  982.0  65  54 ***** *****  0.00  0.00 ** 
074870 99999 201111030700 *** *** *** *** *** * * * **** ** ** ** ** ** ** ** ** *   55   47 1008.3 *****  982.3 *** ***  0.00T***** ***** ***** ** 
074870 99999 201111030800 020   5 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   55   48 1007.9 *****  981.9 *** ***  0.00T***** ***** ***** ** 
074870 99999 201111030900 070   5 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   56   48 1007.7 *****  981.8 *** *** ***** ***** *****  0.00 ** 
074870 99999 201111031000 060   3 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   58   49 1007.1 *****  981.3 *** ***  0.00 ***** ***** ***** ** 
074870 99999 201111031100 040   7 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   61   50 1005.7 *****  980.1 *** ***  0.00 ***** ***** ***** ** 
074870 99999 201111031200 050   7 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   63   50 1004.6 *****  979.1 *** *** *****  0.00 *****  0.00 ** 
074870 99999 201111031300 060   6 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   66   48 1003.2 *****  977.9 *** ***  0.00 ***** ***** ***** ** 
074870 99999 201111031400 230  14 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   69   46 1002.6 *****  977.4 *** ***  0.00 ***** ***** ***** ** 
074870 99999 201111031500 250  16 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   69   46 1001.6 *****  976.5 *** *** ***** ***** *****  0.00 ** 
074870 99999 201111031600 210   9 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   68   45 1001.5 *****  976.3 *** ***  0.00 ***** ***** ***** ** 
074870 99999 201111031700 090   3 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   66   48 1001.1 *****  975.8 *** ***  0.00 ***** ***** ***** ** 
074870 99999 201111031800 050   3 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   65   46 1001.4 *****  976.1  69  54 ***** ***** *****  0.00 ** 
074870 99999 201111031900 030   3 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   62   47 1001.9 *****  976.5 *** ***  0.00 ***** ***** ***** ** 
074870 99999 201111032000 150   5 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   61   48 1001.6 *****  976.1 *** ***  0.00 ***** ***** ***** ** 
074870 99999 201111032100 110   7 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   65   44 1001.5 *****  976.2 *** *** ***** ***** *****  0.00 ** 
074870 99999 201111032200 210  11 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   67   44 1001.5 *****  976.3 *** ***  0.00 ***** ***** ***** ** 
074870 99999 201111032300 260  15 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   68   45 1001.2 *****  976.0 *** ***  0.00 ***** ***** ***** ** 
074870 99999 201111040000 240  19 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   68   46 1001.1 *****  975.9 *** *** *****  0.00 *****  0.00 ** 
074870 99999 201111040100 240  19 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   66   48 1001.1 *****  975.9 *** ***  0.00 ***** ***** ***** ** 
074870 99999 201111040200 240  11 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   62   52 1002.2 *****  976.7 *** ***  0.00 ***** ***** ***** ** 
074870 99999 201111040300 050   6 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   60   53 1002.5 *****  977.0 *** *** ***** ***** *****  0.01 ** 
074870 99999 201111040400 050   2 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   59   53 1003.1 *****  977.5 *** ***  0.01 ***** ***** ***** ** 
074870 99999 201111040500 060   2 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   57   55 1004.0 *****  978.3 *** ***  0.04 ***** ***** ***** ** 
074870 99999 201111040600 *** *** *** *** *** * * * **** ** ** ** ** ** ** ** ** *   56   55 1004.0 *****  978.2  68  56 ***** *****  0.08  0.08 ** 
074870 99999 201111040700 *** *** *** *** *** * * * **** ** ** ** ** ** ** ** ** *   56   56 1004.1 *****  978.3 *** ***  0.04 ***** ***** ***** ** 
074870 99999 201111040800 *** *** *** *** *** * * * **** ** ** ** ** ** ** ** ** *   56   56 1004.4 *****  978.6 *** ***  0.00T***** ***** ***** ** 
074870 99999 201111040900 *** *** *** *** *** * * * **** ** ** ** ** ** ** ** ** *   56   56 1004.7 *****  978.9 *** *** ***** ***** *****  0.08 ** 
074870 99999 201111041000 *** *** *** *** *** * * * **** ** ** ** ** ** ** ** ** *   56   56 1004.8 *****  979.0 *** ***  0.12 ***** ***** ***** ** 
074870 99999 201111041100 *** *** *** *** *** * * * **** ** ** ** ** ** ** ** ** *   57   57 1005.4 *****  979.6 *** ***  0.20 ***** ***** ***** ** 
074870 99999 201111041200 *** *** *** *** *** * * * **** ** ** ** ** ** ** ** ** *   57   57 1004.7 *****  979.0 *** *** *****  0.55 *****  0.47 ** 
074870 99999 201111041300 030   1 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   58   58 1003.6 *****  977.9 *** ***  0.04 ***** ***** ***** ** 
074870 99999 201111041400 *** *** *** *** *** * * * **** ** ** ** ** ** ** ** ** *   57   57 1003.4 *****  977.7 *** ***  0.00T***** ***** ***** ** 
074870 99999 201111041500 *** *** *** *** *** * * * **** ** ** ** ** ** ** ** ** *   57   57 1002.5 *****  976.8 *** *** ***** ***** *****  0.08 ** 
074870 99999 201111041600 *** *** *** *** *** * * * **** ** ** ** ** ** ** ** ** *   56   56 1002.1 *****  976.4 *** ***  0.00T***** ***** ***** ** 
074870 99999 201111041700 *** *** *** *** *** * * * **** ** ** ** ** ** ** ** ** *   55   55 1002.6 *****  976.8 *** ***  0.02 ***** ***** ***** ** 
074870 99999 201111041800 *** *** *** *** *** * * * **** ** ** ** ** ** ** ** ** *   54   54 1002.1 *****  976.3  58  54 ***** ***** *****  0.67 ** 
074870 99999 201111041900 *** *** *** *** *** * * * **** ** ** ** ** ** ** ** ** *   54   54 1002.2 *****  976.4 *** ***  0.00T***** ***** ***** ** 
074870 99999 201111042000 *** *** *** *** *** * * * **** ** ** ** ** ** ** ** ** *   54   53 1001.3 *****  975.5 *** ***  0.00T***** ***** ***** ** 
074870 99999 201111042100 *** *** *** *** *** * * * **** ** ** ** ** ** ** ** ** *   54   53 1000.9 *****  975.1 *** *** ***** ***** *****  0.01 ** 
074870 99999 201111042200 *** *** *** *** *** * * * **** ** ** ** ** ** ** ** ** *   53   52 1001.4 *****  975.6 *** ***  0.00T***** ***** ***** ** 
074870 99999 201111042300 *** *** *** *** *** * * * **** ** ** ** ** ** ** ** ** *   53   53 1000.2 *****  974.4 *** ***  0.00T***** ***** ***** ** 
074870 99999 201111050000 *** *** *** *** *** * * * **** ** ** ** ** ** ** ** ** *   53   52 1002.2 *****  976.3 *** *** *****  0.02 *****  0.01 ** 
074870 99999 201111050100 *** *** *** *** *** * * * **** ** ** ** ** ** ** ** ** *   53   53 1004.0 *****  978.1 *** ***  0.12 ***** ***** ***** ** 
074870 99999 201111050200 *** *** *** *** *** * * * **** ** ** ** ** ** ** ** ** *   53   53 1003.5 *****  977.6 *** ***  0.04 ***** ***** ***** ** 
074870 99999 201111050300 *** *** *** *** *** * * * **** ** ** ** ** ** ** ** ** *   53   53 1003.6 *****  977.7 *** *** ***** ***** *****  0.24 ** 
074870 99999 201111050400 *** *** *** *** *** * * * **** ** ** ** ** ** ** ** ** *   53   53 1003.7 *****  977.8 *** ***  0.02 ***** ***** ***** ** 
074870 99999 201111050500 *** *** *** *** *** * * * **** ** ** ** ** ** ** ** ** *   53   53 1004.7 *****  978.8 *** ***  0.08 ***** ***** ***** ** 
074870 99999 201111050600 *** *** *** *** *** * * * **** ** ** ** ** ** ** ** ** *   54   54 1004.9 *****  979.0  55  52 ***** *****  1.19  0.28 ** 
074870 99999 201111050700 *** *** *** *** *** * * * **** ** ** ** ** ** ** ** ** *   54   54 1004.1 *****  978.2 *** ***  0.08 ***** ***** ***** ** 
074870 99999 201111050800 *** *** *** *** *** * * * **** ** ** ** ** ** ** ** ** *   54   54 1005.8 *****  979.9 *** ***  0.00T***** ***** ***** ** 
074870 99999 201111050900 *** *** *** *** *** * * * **** ** ** ** ** ** ** ** ** *   55   55 1006.6 *****  980.7 *** *** ***** ***** *****  0.16 ** 
074870 99999 201111051000 *** *** *** *** *** * * * **** ** ** ** ** ** ** ** ** *   55   55 1005.7 *****  979.9 *** ***  0.08 ***** ***** ***** ** 
074870 99999 201111051100 320   1 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   57   56 1005.0 *****  979.3 *** ***  0.00 ***** ***** ***** ** 
074870 99999 201111051200 250   6 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   59   54 1005.8 *****  980.1 *** *** *****  0.24 *****  0.08 ** 
074870 99999 201111051300 130   2 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   59   53 1004.9 *****  979.2 *** ***  0.00 ***** ***** ***** ** 
074870 99999 201111051400 140   1 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   60   53 1003.2 *****  977.6 *** ***  0.00 ***** ***** ***** ** 
074870 99999 201111051500 230   3 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   58   55 1002.9 *****  977.3 *** *** ***** ***** *****  0.00 ** 
074870 99999 201111051600 *** *** *** *** *** * * * **** ** ** ** ** ** ** ** ** *   56   55 1004.3 *****  978.5 *** ***  0.00T***** ***** ***** ** 
074870 99999 201111051700 *** *** *** *** *** * * * **** ** ** ** ** ** ** ** ** *   54   52 1004.5 *****  978.6 *** ***  0.00T***** ***** ***** ** 
074870 99999 201111051800 *** *** *** *** *** * * * **** ** ** ** ** ** ** ** ** *   53   52 1005.3 *****  979.3  60  52 ***** ***** *****  0.24 ** 
074870 99999 201111051900 *** *** *** *** *** * * * **** ** ** ** ** ** ** ** ** *   49   49 1005.1 *****  978.9 *** ***  0.00T***** ***** ***** ** 
074870 99999 201111052000 *** *** *** *** *** * * * **** ** ** ** ** ** ** ** ** *   50   50 1005.7 *****  979.5 *** ***  0.00T***** ***** ***** ** 
074870 99999 201111052100 *** *** *** *** *** * * * **** ** ** ** ** ** ** ** ** *   50   50 1006.2 *****  980.0 *** *** ***** ***** *****  0.01 ** 
074870 99999 201111052200 *** *** *** *** *** * * * **** ** ** ** ** ** ** ** ** *   50   50 1006.2 *****  980.0 *** ***  0.00T***** ***** ***** ** 
074870 99999 201111052300 *** *** *** *** *** * * * **** ** ** ** ** ** ** ** ** *   49   49 1005.7 *****  979.5 *** ***  0.00T***** ***** ***** ** 
074870 99999 201111060000 *** *** *** *** *** * * * **** ** ** ** ** ** ** ** ** *   49   49 1005.6 *****  979.4 *** *** ***** ***** *****  0.00 ** 
074870 99999 201111060100 *** *** *** *** *** * * * **** ** ** ** ** ** ** ** ** *   48   48 1005.3 *****  979.1 *** ***  0.00T***** ***** ***** ** 
074870 99999 201111060200 *** *** *** *** *** * * * **** ** ** ** ** ** ** ** ** *   48   48 1005.5 *****  979.3 *** ***  0.00T***** ***** ***** ** 
074870 99999 201111060300 *** *** *** *** *** * * * **** ** ** ** ** ** ** ** ** *   48   48 1005.1 *****  978.9 *** *** ***** ***** *****  0.00 ** 
074870 99999 201111060400 *** *** *** *** *** * * * **** ** ** ** ** ** ** ** ** *   50   50 1005.2 *****  979.1 *** ***  0.00T***** ***** ***** ** 
074870 99999 201111060500 *** *** *** *** *** * * * **** ** ** ** ** ** ** ** ** *   50   50 1005.5 *****  979.4 *** ***  0.00T***** ***** ***** ** 
074870 99999 201111060600 *** *** *** *** *** * * * **** ** ** ** ** ** ** ** ** *   49   49 1005.6 *****  979.4  53  47 ***** *****  0.23  0.00 ** 
074870 99999 201111060700 *** *** *** *** *** * * * **** ** ** ** ** ** ** ** ** *   49   49 1006.5 *****  980.3 *** ***  0.00T***** ***** ***** ** 
074870 99999 201111060800 320   2 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   50   50 1007.2 *****  981.0 *** ***  0.00T***** ***** ***** ** 
074870 99999 201111060900 020   1 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   52   52 1008.1 *****  982.0 *** *** ***** ***** *****  0.00 ** 
074870 99999 201111061000 230   2 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   53   53 1008.7 *****  982.7 *** ***  0.00 ***** ***** ***** ** 
074870 99999 201111061100 ***   0 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   55   54 1008.9 *****  983.0 *** ***  0.00 ***** ***** ***** ** 
074870 99999 201111061300 230  11 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   58   53 1008.7 *****  982.9 *** ***  0.00 ***** ***** ***** ** 
074870 99999 201111061400 230  11 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   57   52 1009.3 *****  983.4 *** ***  0.00 ***** ***** ***** ** 
074870 99999 201111061500 220   6 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   57   52 1009.9 *****  984.0 *** *** ***** ***** *****  0.00 ** 
074870 99999 201111061600 *** *** *** *** *** * * * **** ** ** ** ** ** ** ** ** *   57   51 1010.7 *****  984.8 *** ***  0.00T***** ***** ***** ** 
074870 99999 201111061700 *** *** *** *** *** * * * **** ** ** ** ** ** ** ** ** *   57   51 1011.6 *****  985.7 *** ***  0.00T***** ***** ***** ** 
074870 99999 201111061800 *** *** *** *** *** * * * **** ** ** ** ** ** ** ** ** *   56   51 1012.4 *****  986.4  58  48 ***** ***** *****  0.00 ** 
074870 99999 201111061900 *** *** *** *** *** * * * **** ** ** ** ** ** ** ** ** *   55   50 1012.3 *****  986.2 *** ***  0.00T***** ***** ***** ** 
074870 99999 201111062000 *** *** *** *** *** * * * **** ** ** ** ** ** ** ** ** *   53   51 1012.5 *****  986.4 *** ***  0.00T***** ***** ***** ** 
074870 99999 201111062100 *** *** *** *** *** * * * **** ** ** ** ** ** ** ** ** *   52   51 1013.0 *****  986.8 *** *** ***** ***** *****  0.00 ** 
074870 99999 201111062200 *** *** *** *** *** * * * **** ** ** ** ** ** ** ** ** *   52   51 1013.4 *****  987.2 *** ***  0.00T***** ***** ***** ** 
074870 99999 201111062300 *** *** *** *** *** * * * **** ** ** ** ** ** ** ** ** *   52   51 1013.4 *****  987.2 *** ***  0.00T***** ***** ***** ** 
074870 99999 201111070000 *** *** *** *** *** * * * **** ** ** ** ** ** ** ** ** *   53   52 1013.7 *****  987.5 *** *** *****  0.00 *****  0.00 ** 
074870 99999 201111070100 *** *** *** *** *** * * * **** ** ** ** ** ** ** ** ** *   53   52 1014.0 *****  987.8 *** ***  0.00T***** ***** ***** ** 
074870 99999 201111070200 *** *** *** *** *** * * * **** ** ** ** ** ** ** ** ** *   52   52 1014.1 *****  987.9 *** ***  0.00T***** ***** ***** ** 
074870 99999 201111070300 *** *** *** *** *** * * * **** ** ** ** ** ** ** ** ** *   52   51 1014.0 *****  987.7 *** *** ***** ***** *****  0.00 ** 
074870 99999 201111070400 *** *** *** *** *** * * * **** ** ** ** ** ** ** ** ** *   52   52 1014.0 *****  987.8 *** ***  0.00T***** ***** ***** ** 
074870 99999 201111070500 *** *** *** *** *** * * * **** ** ** ** ** ** ** ** ** *   51   51 1013.9 *****  987.6 *** ***  0.00T***** ***** ***** ** 
074870 99999 201111070600 *** *** *** *** *** * * * **** ** ** ** ** ** ** ** ** *   51   51 1014.2 *****  987.9  56  51 ***** *****  0.01  0.01 ** 
074870 99999 201111070700 *** *** *** *** *** * * * **** ** ** ** ** ** ** ** ** *   51   51 1014.3 *****  988.0 *** ***  0.00T***** ***** ***** ** 
074870 99999 201111070800 230   2 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   52   52 1014.6 *****  988.3 *** ***  0.00T***** ***** ***** ** 
074870 99999 201111070900 100   1 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   53   53 1014.9 *****  988.7 *** *** ***** ***** *****  0.00 ** 
074870 99999 201111071000 ***   0 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   56   53 1014.9 *****  988.9 *** ***  0.00 ***** ***** ***** ** 
074870 99999 201111071100 ***   0 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   60   51 1014.2 *****  988.3 *** ***  0.00 ***** ***** ***** ** 
074870 99999 201111071200 ***   0 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   60   52 1014.3 *****  988.4 *** *** *****  0.00 *****  0.00 ** 
074870 99999 201111071300 340   1 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   61   51 1013.7 *****  987.9 *** ***  0.00 ***** ***** ***** ** 
074870 99999 201111071400 ***   0 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   61   51 1013.2 *****  987.4 *** ***  0.00 ***** ***** ***** ** 
074870 99999 201111071500 ***   0 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   61   53 1013.1 *****  987.3 *** *** ***** ***** *****  0.00 ** 
074870 99999 201111071600 140   2 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   59   53 1013.4 *****  987.5 *** ***  0.00 ***** ***** ***** ** 
074870 99999 201111071700 ***   0 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   54   52 1013.8 *****  987.7 *** ***  0.00 ***** ***** ***** ** 
074870 99999 201111071800 130   2 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   53   52 1014.1 *****  987.9  62  51 ***** ***** *****  0.00 ** 
074870 99999 201111071900 *** *** *** *** *** * * * **** ** ** ** ** ** ** ** ** *   51   50 1014.5 *****  988.2 *** ***  0.00T***** ***** ***** ** 
074870 99999 201111072000 *** *** *** *** *** * * * **** ** ** ** ** ** ** ** ** *   51   50 1014.7 *****  988.4 *** ***  0.00T***** ***** ***** ** 
074870 99999 201111072100 *** *** *** *** *** * * * **** ** ** ** ** ** ** ** ** *   50   50 1014.8 *****  988.4 *** *** ***** ***** *****  0.00 ** 
074870 99999 201111072200 *** *** *** *** *** * * * **** ** ** ** ** ** ** ** ** *   49   49 1014.6 *****  988.2 *** ***  0.00T***** ***** ***** ** 
074870 99999 201111072300 *** *** *** *** *** * * * **** ** ** ** ** ** ** ** ** *   48   48 1014.8 *****  988.3 *** ***  0.00T***** ***** ***** ** 
074870 99999 201111080000 *** *** *** *** *** * * * **** ** ** ** ** ** ** ** ** *   46   46 1014.8 *****  988.2 *** *** *****  0.00 *****  0.00 ** 
074870 99999 201111080100 *** *** *** *** *** * * * **** ** ** ** ** ** ** ** ** *   47   47 1014.5 *****  987.9 *** ***  0.00T***** ***** ***** ** 
074870 99999 201111080200 *** *** *** *** *** * * * **** ** ** ** ** ** ** ** ** *   47   47 1014.8 *****  988.3 *** ***  0.00T***** ***** ***** ** 
074870 99999 201111080300 *** *** *** *** *** * * * **** ** ** ** ** ** ** ** ** *   49   49 1015.1 *****  988.6 *** *** ***** ***** *****  0.00 ** 
074870 99999 201111080400 *** *** *** *** *** * * * **** ** ** ** ** ** ** ** ** *   50   50 1014.3 *****  987.9 *** ***  0.08 ***** ***** ***** ** 
074870 99999 201111080500 *** *** *** *** *** * * * **** ** ** ** ** ** ** ** ** *   50   50 1014.2 *****  987.8 *** ***  0.00T***** ***** ***** ** 
074870 99999 201111080600 *** *** *** *** *** * * * **** ** ** ** ** ** ** ** ** *   50   50 1014.8 *****  988.4  53  45 ***** *****  0.09  0.08 ** 
074870 99999 201111080700 *** *** *** *** *** * * * **** ** ** ** ** ** ** ** ** *   49   49 1015.4 *****  989.0 *** ***  0.00T***** ***** ***** ** 
074870 99999 201111080800 *** *** *** *** *** * * * **** ** ** ** ** ** ** ** ** *   51   51 1015.8 *****  989.4 *** ***  0.00T***** ***** ***** ** 
074870 99999 201111080900 ***   0 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   52   52 1016.2 *****  989.9 *** *** ***** ***** *****  0.00 ** 
074870 99999 201111081000 030   1 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   53   52 1015.9 *****  989.7 *** ***  0.00 ***** ***** ***** ** 
074870 99999 201111081100 010   1 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   54   52 1015.9 *****  989.7 *** ***  0.00 ***** ***** ***** ** 
074870 99999 201111081200 260   1 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   55   52 1015.2 *****  989.1 *** *** *****  0.00 *****  0.00 ** 
074870 99999 201111081300 080   1 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   57   52 1015.1 *****  989.1 *** ***  0.00 ***** ***** ***** ** 
074870 99999 201111081400 070   2 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   58   51 1014.7 *****  988.7 *** ***  0.00 ***** ***** ***** ** 
074870 99999 201111081500 050   3 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   56   51 1015.1 *****  989.0 *** *** ***** ***** *****  0.00 ** 
074870 99999 201111081600 *** *** *** *** *** * * * **** ** ** ** ** ** ** ** ** *   56   51 1015.5 *****  989.4 *** ***  0.00T***** ***** ***** ** 
074870 99999 201111081700 *** *** *** *** *** * * * **** ** ** ** ** ** ** ** ** *   51   49 1016.1 *****  989.7 *** ***  0.00T***** ***** ***** ** 
074870 99999 201111081800 *** *** *** *** *** * * * **** ** ** ** ** ** ** ** ** *   51   50 1016.6 *****  990.2  58  49 ***** ***** *****  0.00 ** 
074870 99999 201111081900 *** *** *** *** *** * * * **** ** ** ** ** ** ** ** ** *   50   50 1016.9 *****  990.5 *** ***  0.00T***** ***** ***** ** 
074870 99999 201111082000 *** *** *** *** *** * * * **** ** ** ** ** ** ** ** ** *   51   50 1017.5 *****  991.1 *** ***  0.00T***** ***** ***** ** 
074870 99999 201111082100 *** *** *** *** *** * * * **** ** ** ** ** ** ** ** ** *   51   50 1017.7 *****  991.3 *** *** ***** ***** *****  0.00 ** 
074870 99999 201111082200 *** *** *** *** *** * * * **** ** ** ** ** ** ** ** ** *   50   49 1017.9 *****  991.4 *** ***  0.00T***** ***** ***** ** 
074870 99999 201111082300 *** *** *** *** *** * * * **** ** ** ** ** ** ** ** ** *   51   49 1018.4 *****  992.0 *** ***  0.00T***** ***** ***** ** 
074870 99999 201111090000 *** *** *** *** *** * * * **** ** ** ** ** ** ** ** ** *   51   48 1018.5 *****  992.1 *** *** *****  0.00 *****  0.00 ** 
074870 99999 201111090100 *** *** *** *** *** * * * **** ** ** ** ** ** ** ** ** *   51   48 1019.0 *****  992.6 *** ***  0.00T***** ***** ***** ** 
074870 99999 201111090200 *** *** *** *** *** * * * **** ** ** ** ** ** ** ** ** *   51   48 1018.9 *****  992.5 *** ***  0.00T***** ***** ***** ** 
074870 99999 201111090300 *** *** *** *** *** * * * **** ** ** ** ** ** ** ** ** *   50   47 1018.5 *****  992.0 *** *** ***** ***** *****  0.00 ** 
074870 99999 201111090400 *** *** *** *** *** * * * **** ** ** ** ** ** ** ** ** *   48   47 1019.3 *****  992.7 *** ***  0.00T***** ***** ***** ** 
074870 99999 201111090500 *** *** *** *** *** * * * **** ** ** ** ** ** ** ** ** *   47   47 1019.6 *****  992.9 *** ***  0.00T***** ***** ***** ** 
074870 99999 201111090600 *** *** *** *** *** * * * **** ** ** ** ** ** ** ** ** *   49   47 1019.6 *****  993.0  51  46 ***** *****  0.00  0.00 ** 
074870 99999 201111090700 *** *** *** *** *** * * * **** ** ** ** ** ** ** ** ** *   48   47 1020.3 *****  993.6 *** ***  0.00T***** ***** ***** ** 
074870 99999 201111090800 *** *** *** *** *** * * * **** ** ** ** ** ** ** ** ** *   47   47 1020.9 *****  994.2 *** ***  0.00T***** ***** ***** ** 
074870 99999 201111090900 060   2 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   50   49 1020.7 *****  994.1 *** *** ***** ***** *****  0.00 ** 
074870 99999 201111091100 080   3 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   58   49 1019.5 *****  993.4 *** ***  0.00 ***** ***** ***** ** 
074870 99999 201111091200 010   2 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   60   47 1018.7 *****  992.7 *** *** *****  0.00 *****  0.00 ** 
074870 99999 201111091300 090   2 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   63   47 1018.1 *****  992.3 *** ***  0.00 ***** ***** ***** ** 
